lag,mean,std
-96,0.24701053919942034,0.09487873851326085
-95,0.24341775361617576,0.09353003039058556
-94,0.24039059326189144,0.09139707118125961
-93,0.2367400553911419,0.08950561168052447
-92,0.23411661372850467,0.08802796287734
-91,0.23179508513281413,0.08655982324623568
-90,0.22901233066326612,0.08508383860599301
-89,0.22488930628722886,0.08387180457281547
-88,0.22249196078354078,0.08281195048949822
-87,0.2228315658701992,0.08218545064619767
-86,0.22480594579859278,0.08172205586027186
-85,0.2283153356927693,0.0806418977447884
-84,0.2316902667292741,0.07969831250050487
-83,0.23427632359221065,0.08033194401518522
-82,0.23657155607367214,0.08093427514520611
-81,0.23800625835654135,0.08162122623235461
-80,0.23891116750354963,0.08163277418439867
-79,0.23872425274403872,0.0824996882504687
-78,0.236841371964726,0.08204324223907514
-77,0.23391279588589514,0.08118622224790985
-76,0.23074629165575736,0.07924460943111142
-75,0.22571566428373405,0.07797356182251336
-74,0.22152081414841557,0.07556700365624738
-73,0.21675535661142317,0.07320254497131769
-72,0.21318574597591916,0.07235918570125882
-71,0.2107561880076964,0.07201809488834461
-70,0.20958698799169118,0.07159597239518031
-69,0.20819036430723048,0.071904770513901
-68,0.20840028613804062,0.07284553253054055
-67,0.20927660691228925,0.07469720285468431
-66,0.21120315357327388,0.07595649382182044
-65,0.21265615272197005,0.0786765739132566
-64,0.21460081804250405,0.08180080461572864
-63,0.21738192788304325,0.08571962709772715
-62,0.22236881347766682,0.0885569803520765
-61,0.2282469691054716,0.09058784203021707
-60,0.23538202189157945,0.0917105045354011
-59,0.24419490844141975,0.09291119883624012
-58,0.25310567093468433,0.09310349014242945
-57,0.26001021787039763,0.09243564638012103
-56,0.26403089626316556,0.09203331470734227
-55,0.26615215574399814,0.09092867215131843
-54,0.26716970602363527,0.08995925982468055
-53,0.26664070994232736,0.08980799677778165
-52,0.26571196765188704,0.08957897762671074
-51,0.2626976622265401,0.08937636882691574
-50,0.2583687538161744,0.08936011134805416
-49,0.25256078589785647,0.08772135057249976
-48,0.24582695775255078,0.08647294249985185
-47,0.2409488936656646,0.08476163933073551
-46,0.23524123611379216,0.08354156715591103
-45,0.23080076213928263,0.08193871448551676
-44,0.226971678639465,0.08042568796321833
-43,0.22502024409467902,0.07849644919613764
-42,0.22202758000404735,0.07702343126368001
-41,0.21727261206853896,0.07547777759622823
-40,0.2141139545751097,0.07578224848798142
-39,0.21456447458241104,0.07613173257410397
-38,0.21797125643555793,0.07659391222567115
-37,0.22323514183695958,0.0763208334620752
-36,0.2295673539368078,0.07467006135389968
-35,0.2349005923812027,0.07314896214836589
-34,0.23975758405546346,0.07200396932579063
-33,0.2444027022646192,0.070522840949027
-32,0.2473310092311096,0.06876022038398534
-31,0.24998420663094292,0.06713083395572073
-30,0.24982771804412515,0.06478862713199719
-29,0.24890988940266598,0.06209057341464822
-28,0.24650005404865213,0.0592959657948425
-27,0.24291395662970783,0.05663217422266654
-26,0.2385879553210533,0.05382105491588516
-25,0.23429095263439037,0.05158083052043982
-24,0.23109727061373317,0.049828766519379744
-23,0.229460109311222,0.04854182691670389
-22,0.22898214859577948,0.04746009853244774
-21,0.22852693654600686,0.04756070192650097
-20,0.22981726276206507,0.04769204646459539
-19,0.23187527424549656,0.048522373520563086
-18,0.23508802046021215,0.04980141298553025
-17,0.23851775495533845,0.05114729718640616
-16,0.24238427348656333,0.05307568096665576
-15,0.24781559626156033,0.055164201927766145
-14,0.25403051119488024,0.05654106564981416
-13,0.2608764653719259,0.05863435745585309
-12,0.2680475432068299,0.06011737443539319
-11,0.2769998512928413,0.06248667880745791
-10,0.285466207443842,0.0654391477181584
-9,0.29191728073703144,0.06695846103294097
-8,0.2951645229967784,0.0684455530409176
-7,0.295990640987858,0.06927275889493958
-6,0.2955622082193606,0.06973155845401931
-5,0.2927374516604837,0.06998399990004661
-4,0.2902533239153041,0.07114452613018327
-3,0.2857157805791443,0.07219388475932244
-2,0.2799879294627265,0.07354956391380205
-1,0.2713057655362381,0.07395829815118782
0,0.262422733374901,0.07452087775384562
1,0.2557901210977627,0.0733816641277538
2,0.2494912975498437,0.07289256956258874
3,0.2432894382017544,0.07182888238232463
4,0.2370847178466514,0.07214730277634314
5,0.23203388099330055,0.07194616665461055
6,0.22732128497762155,0.07279752036531699
7,0.22102586320909925,0.07268435853458419
8,0.21673788253778606,0.07178728573093453
9,0.21530376288209266,0.07290767414854857
10,0.2169538435171926,0.07484739567736912
11,0.221167830980148,0.0775515463077091
12,0.2249868842525324,0.08041485302408133
13,0.22836810163319035,0.08344737373524734
14,0.2323521298294268,0.08555878200703255
15,0.23513889189123596,0.08772614022893956
16,0.23776858700862905,0.0885956061983978
17,0.23966574007393687,0.0890588534032987
18,0.24013993529125974,0.08873400179488256
19,0.23865485238250236,0.08667445983575878
20,0.2358622538157581,0.08477545135554088
21,0.23275042120441503,0.08117548609955684
22,0.2281067643305127,0.07742530779700833
23,0.2235720605263707,0.0741116027349945
24,0.21931790213719593,0.07029490677312013
25,0.2173118477848178,0.0679098204558982
26,0.21524729011779387,0.06542078277017734
27,0.214014294288802,0.0638827055614183
28,0.21329213247805204,0.06171447351641407
29,0.21456049212549533,0.059775455067139285
30,0.2173051106157157,0.05889191091864256
31,0.22116825295566153,0.05742648026695735
32,0.22613636042021326,0.055464284033513514
33,0.23205032771567813,0.05513440522983088
34,0.23932028781701556,0.054155146834647415
35,0.2463968254445532,0.052782487967095476
36,0.2539321313133273,0.05185339442509034
37,0.2615701241097801,0.05162757351818059
38,0.2699916270392564,0.05214518630676611
39,0.2752177575650499,0.0536732925341545
40,0.27778322442339964,0.05484707969756925
41,0.27870373896345446,0.0560037503804183
42,0.2779112970967428,0.057700108899873655
43,0.2760437610670447,0.05808894471183985
44,0.2733851456300423,0.05961211431678313
45,0.26966756730943026,0.061453477690346675
46,0.2638034565909853,0.06236579882879387
47,0.25726170453537944,0.06402071970910415
48,0.24867843184280272,0.06537659542541319
49,0.24269670158302975,0.06600911058752054
50,0.2360608282686305,0.06717958520382752
51,0.22965204378412601,0.06730673519686892
52,0.22380720152301387,0.06800652898007169
53,0.219118799956821,0.06799175301848369
54,0.2146375340875429,0.06832054466366073
55,0.20903346773914433,0.06807501869835188
56,0.20428608596677603,0.0670784657290337
57,0.20176088640941559,0.06754396468625219
58,0.20148627646781694,0.06922057932264893
59,0.20355063078118207,0.072162377688188
60,0.2052944520059896,0.07553677454589035
61,0.2066738575358251,0.0787011067674442
62,0.20793018546991224,0.08256405456536427
63,0.20952636051416598,0.08642757610605535
64,0.20969940579383753,0.08956596249044635
65,0.2097265656981146,0.09210774898362847
66,0.20957596673561066,0.09323317083655311
67,0.2083118400537263,0.09231717440975205
68,0.20593447852116958,0.0916091333642575
69,0.20325103636807101,0.08887003283689685
70,0.20045944450493272,0.08643767616535315
71,0.19780535084322912,0.08394499569329375
72,0.19553426514254477,0.0810689847639627
73,0.19522531338642599,0.07892199514547153
74,0.1950055152315402,0.07623566413025532
75,0.19511064383277976,0.07460062387090545
76,0.19519179533928294,0.07172469467516901
77,0.19709405584052103,0.07028403728628131
78,0.1994257817465718,0.06884457386021754
79,0.20341768086411363,0.0670808084398378
80,0.2084037743990278,0.06507398766130836
81,0.2150055479528504,0.06380865908189909
82,0.22203013045871006,0.06251974675373616
83,0.2294511646458263,0.060934955683815795
84,0.23649779157871337,0.05973650159024565
85,0.24396894423723112,0.059908338777057465
86,0.25207489280649203,0.05914524385505486
87,0.2575816425195168,0.05818827212668163
88,0.2609271948986441,0.057555338629702496
89,0.26268623654031475,0.05618530197645329
90,0.2640984770620964,0.0554646768917617
91,0.26314427903064674,0.0536531336974398
92,0.2619143842526801,0.05297985423969218
93,0.2586184074157666,0.053271653736294375
94,0.25367898853060833,0.05305355501921476
95,0.2471931779634705,0.05464441442156972
96,0.2404178473862017,0.05544473832947751
