status,before,during,after,max_difference
status_IME,-0.06348441837890739,-0.06457792903125004,0.10032998255908154,0.16490791159033158
status_FEF,-0.06348441837890739,-0.06457792903125004,0.10032998255908154,0.16490791159033158
status_IBZ,-0.06403117370507871,0.017876026763915753,0.1597894491396481,0.2238206228447268
any_pumping,-0.06348441837890739,-0.06457792903125004,0.10032998255908154,0.16490791159033158
