subset,mode,R2,NSE,MAE,RMSE,lag_diff_pfi_pct,earth_tide_pct,barometric_pct,precipitation_pct,trend_pct,pumping_pct,lag_diff_pct,lag_diff_tide_pct,bda_max_difference
subset2,lag_only,0.9456515462047216,0.9456515462047216,0.11362429666654572,0.13511895168613033,83.89614674370175,17.616797769299414,8.228654879731941,5.402055316103418,10.75545899419981,29.50908573389775,23.451825505281846,41.068623274581256,0.021175235613282162
