subset,mode,R2,NSE,MAE,RMSE,lag_diff_pfi_pct,lag_diff_pct,lag_diff_tide_pct,bda_max_difference
subset1,lag_only,0.606922850526143,0.606922850526143,0.1334009024991716,0.16100678388368722,100.0,100.0,100.0,0.2238206228447268
