lag,mean,std
-96,0.2389513608527309,0.08491905489534987
-95,0.23423493636788478,0.08322177830740349
-94,0.22957792043142405,0.08294043443523315
-93,0.22600772475774536,0.08246749535157498
-92,0.22167669823893027,0.08251406514333624
-91,0.21883191368022142,0.08192865204151212
-90,0.21578323754937045,0.08150425596312284
-89,0.21434613211091147,0.0813533043631502
-88,0.21283591939151342,0.0831446758219256
-87,0.21325453041776138,0.08400496518001035
-86,0.21438514251641877,0.08515983598920793
-85,0.21693368213723555,0.08636199704119184
-84,0.21914716413915541,0.08640704764682013
-83,0.22058363281622598,0.08671846206874013
-82,0.2225810540061023,0.08705071269021518
-81,0.2232419841456128,0.08703709522367684
-80,0.22318230239099118,0.0867061048465066
-79,0.2223818307347551,0.08582267463529876
-78,0.22092974811687033,0.08489430696908268
-77,0.21826719931172348,0.08377781107557182
-76,0.2151039002274142,0.08209111776483209
-75,0.2113424270570899,0.07987219912453887
-74,0.2071988151481731,0.0784397746742005
-73,0.20380827911557567,0.07780067670346034
-72,0.2014068567075705,0.07670171179303226
-71,0.19952755444797868,0.0769381813097504
-70,0.19828575609190977,0.07747637794818056
-69,0.19799749050719045,0.07852158962165232
-68,0.19900087070270991,0.079632879640042
-67,0.20027603838663827,0.08118079623208316
-66,0.20263914262460841,0.08318330604263077
-65,0.20526809747993977,0.08693904637965126
-64,0.20849102107717615,0.08896317871155733
-63,0.21315708829153235,0.09122500806508275
-62,0.22028509687311063,0.09311568541953914
-61,0.2284172074985397,0.09358494188722012
-60,0.23761338171452168,0.0930420989076362
-59,0.2470365961605432,0.09119953324084486
-58,0.25523567451235013,0.08949535140561417
-57,0.2607698334450777,0.08768711953371112
-56,0.26493873646675314,0.08568422046843903
-55,0.2673664928786932,0.0841918438061126
-54,0.2678681000661611,0.08287333618720405
-53,0.26707315685360256,0.08135305906870936
-52,0.26429009941964926,0.08043855803460262
-51,0.2614167666644048,0.07850984445404735
-50,0.25666240971508114,0.07671299025300565
-49,0.2510760311404409,0.07577818815520167
-48,0.2440009122516495,0.07534989835727887
-47,0.23770908750892458,0.07504270839244188
-46,0.23260538409686787,0.07528349519939175
-45,0.22808732496117107,0.07443443184958988
-44,0.22391321646666712,0.07309260240550854
-43,0.220102455305189,0.07233987397455237
-42,0.21640112937420858,0.07269076204220877
-41,0.2139948413434904,0.07347479654562457
-40,0.2124550663292973,0.07531523317830911
-39,0.21376488237835622,0.07594311935263492
-38,0.2168748664537274,0.07498484700157962
-37,0.22115613240361265,0.07383069108052841
-36,0.22573419265708697,0.0727351612595794
-35,0.2293434909655264,0.07244627252765486
-34,0.23189431903613675,0.07278432433593568
-33,0.23379990512751422,0.0733051258280428
-32,0.23449332197676193,0.0741950400468759
-31,0.23369042836720952,0.07546249816083535
-30,0.23167755789007177,0.07594444407700342
-29,0.22849755489335566,0.07587580720525001
-28,0.2247296888239712,0.07513659089175159
-27,0.22058483013129573,0.07382167768674801
-26,0.21704254818250174,0.07336859741390823
-25,0.21373874398470688,0.0718456876719199
-24,0.2119361756766335,0.07149016752545574
-23,0.2110139573049353,0.07124202776783528
-22,0.21179780883202487,0.07038719395023897
-21,0.2124565154547752,0.06999209626581236
-20,0.21460314279970105,0.06973790062333678
-19,0.21776998512164286,0.07001108680859747
-18,0.22220628685832403,0.0705547432199558
-17,0.22763838925901742,0.07082944751826718
-16,0.23473881883811964,0.07128779650404125
-15,0.24203801679825712,0.07071864032479352
-14,0.2509185830976082,0.07151687257440179
-13,0.2609920324182483,0.07106453245647727
-12,0.27000416089188356,0.07035990589710299
-11,0.27960720331620403,0.06959322642479844
-10,0.28749783211983676,0.06735634348143377
-9,0.29231434815825574,0.06489723583594104
-8,0.2953426469462649,0.06216182767169209
-7,0.2964612488627664,0.06067966974386015
-6,0.2952850467950926,0.05922786128192742
-5,0.2930688726078491,0.05869564429332373
-4,0.2889619158234266,0.0578576407057079
-3,0.28352184738197816,0.05825566887487047
-2,0.2761269419328113,0.05790687820936026
-1,0.2668960927902261,0.058504444724521244
0,0.2580235400111598,0.059693203462537134
1,0.24974503194177244,0.06170597480802921
2,0.243242348981406,0.061837290637953894
3,0.2377550997379732,0.06299043386789366
4,0.2314651787240562,0.0636148015763559
5,0.22725608154951313,0.06389234011620505
