subset,start,end,n,mean,median,std,min,25%,50%,75%,max,range,skewness,kurtosis
Subset 1,2022-05-11 15:30:00,2022-07-11 11:00:00,2920,21.59777170539622,21.60479230749774,0.28106842764702294,20.71418682832492,21.420862563225118,21.60479230749774,21.815748004423654,22.186641147000003,1.4724543186750836,-0.4946304868933707,0.17738052294111784
Subset 2,2024-12-08 23:00:00,2025-08-14 16:00:00,11939,0.3725931790458442,-0.5856971726190474,2.7793025996005176,-3.4997749303809527,-2.169083551619048,-0.5856971726190474,3.3175441317335173,4.810574967000001,8.310349897380954,0.3422476610707421,-1.536251031936004
