subset,mode,R2,NSE,MAE,RMSE,lag_diff_pfi_pct,earth_tide_pct,barometric_pct,precipitation_pct,trend_pct,pumping_pct,lag_diff_pct,lag_diff_tide_pct,bda_max_difference
subset2,all,0.8288555319320959,0.8288555319320959,0.22528443350408062,0.23977511258884354,67.06112271725331,19.22319452660488,9.947251028748704,6.683787895959375,10.273326485727239,28.37242814571394,23.28981140462728,42.51300593123216,0.046229526033576995
