feature,shap_pct
earth_tide_nm/s2,19.22319452660488
gwl_lag_6h,12.728423519991662
gwl_diff_24h,10.561387884635618
trend_component,10.273326485727239
baro_ig_mH2O,9.947251028748704
status_FEF,8.205687938454405
pumping_sum_7d,7.538145923417148
status_IBZ,7.100550668685961
status_IME,5.528043615156423
rain_sum_7d,3.4032260042307723
rain_mm_30min,3.2805618917286026
weekday,2.210200512618584
