feature,shap_pct
earth_tide_nm/s2,17.616797769299414
gwl_diff_24h,14.43547915076692
pumping_sum_7d,12.640362493474791
trend_component,10.75545899419981
status_FEF,10.01570541581771
gwl_lag_6h,9.016346354514926
baro_ig_mH2O,8.228654879731941
weekday,5.0361218014858204
status_IBZ,3.837484967408855
rain_mm_30min,3.2710214102270943
status_IME,3.0155328571963897
rain_sum_7d,2.1310339058763237
