feature,pfi_pct
gwl_lag_6h,48.17237279324365
gwl_diff_24h,35.723773950458096
status_FEF,6.3200119912742725
weekday,5.103013747597577
earth_tide_nm/s2,3.914152765869552
status_IBZ,0.3825441311649747
rain_sum_7d,0.1579192435974036
pumping_sum_7d,0.11830776110854631
baro_ig_mH2O,0.06664731895826935
trend_component,0.05029091872617773
status_IME,0.008785763123448346
rain_mm_30min,-0.017820385121969946
