subset,mode,R2,NSE,MAE,RMSE,Bias,rRMSE_percent,Residual_mean
subset2,lag_only,-6.1259973672556205,-6.1259973672556205,1.8347134076187577,1.9601755371320015,-1.8347134076187577,76.80562747052278,1.0449595436056958
