date_time,residual
2025-07-08 12:30:00,-0.20212011622439707
2025-07-08 13:00:00,-0.21102021467486276
2025-07-08 13:30:00,-0.20823165671027777
2025-07-08 14:00:00,-0.19813987876676453
2025-07-08 14:30:00,-0.1841420664078961
2025-07-08 15:00:00,-0.16676545723361258
2025-07-08 15:30:00,-0.15017963450053173
2025-07-08 16:00:00,-0.13108772398360546
2025-07-08 16:30:00,-0.11814502060368959
2025-07-08 17:00:00,-0.10757017760918064
2025-07-08 17:30:00,-0.09533877694140802
2025-07-08 18:00:00,-0.09122256288328723
2025-07-08 18:30:00,-0.08782749992964378
2025-07-08 19:00:00,-0.07677991572071052
2025-07-08 19:30:00,-0.07642502076332702
2025-07-08 20:00:00,-0.08454318592966992
2025-07-08 20:30:00,-0.09087343894912125
2025-07-08 21:00:00,-0.10071506452216505
2025-07-08 21:30:00,-0.10630247064812748
2025-07-08 22:00:00,-0.1116799688177208
2025-07-08 22:30:00,-0.11358198820476906
2025-07-08 23:00:00,-0.11127774172167149
2025-07-08 23:30:00,-0.10482805021646868
2025-07-09 00:00:00,-0.09268683699347857
2025-07-09 00:30:00,-0.07671734629970883
2025-07-09 01:00:00,-0.05628593501137402
2025-07-09 01:30:00,-0.030868280822950567
2025-07-09 02:00:00,-0.005071268184311251
2025-07-09 02:30:00,0.02274269947159846
2025-07-09 03:00:00,0.053055441497737554
2025-07-09 03:30:00,0.07990186063697768
2025-07-09 04:00:00,0.10803147845130745
2025-07-09 04:30:00,0.13131135184699083
2025-07-09 05:00:00,0.1462709485598075
2025-07-09 05:30:00,0.14983075981941374
2025-07-09 06:00:00,0.14658966683521646
2025-07-09 06:30:00,0.1412923115246425
2025-07-09 07:00:00,0.12729579923549394
2025-07-09 07:30:00,0.11134706677427086
2025-07-09 08:00:00,0.08702610937383426
2025-07-09 08:30:00,0.0627481105461043
2025-07-09 09:00:00,0.032753291152435526
2025-07-09 09:30:00,0.005655404784621787
2025-07-09 10:00:00,-0.023016570809182735
2025-07-09 10:30:00,-0.046086230769847525
2025-07-09 11:00:00,-0.06546871305136293
2025-07-09 11:30:00,-0.07329668456967342
2025-07-09 12:00:00,-0.07663474440666462
2025-07-09 12:30:00,-0.07368137305197964
2025-07-09 13:00:00,-0.06726754770280818
2025-07-09 13:30:00,-0.05696632186276762
2025-07-09 14:00:00,-0.035761011944306365
2025-07-09 14:30:00,-0.011942281897863616
2025-07-09 15:00:00,0.01976725323063322
2025-07-09 15:30:00,0.05170523269055316
2025-07-09 16:00:00,0.07626233568079765
2025-07-09 16:30:00,0.10291912187792285
2025-07-09 17:00:00,0.12837118021173088
2025-07-09 17:30:00,0.14381179488976148
2025-07-09 18:00:00,0.15412585518612953
2025-07-09 18:30:00,0.15379267516410788
