subset,mode,R2,NSE,MAE,RMSE,Bias,rRMSE_percent,Residual_mean
subset2,all,-1.2925942793422012,-1.2925942793422012,1.0491305624166165,1.107196527637309,-1.0449595436056958,43.383320742177425,1.8347134076187577
