subset,mode,R2,NSE,MAE,RMSE,Bias,rRMSE_percent,Residual_mean
subset1,all,0.7609780764752018,0.7609780764752018,0.09056089882981112,0.1107143811227146,-0.06600641981126647,12.435409052548172,0.19483833923248012
