subset,mode,R2,NSE,MAE,RMSE,Bias,rRMSE_percent,Residual_mean
subset1,lag_only,0.08030448888204533,0.08030448888204533,0.19493534918622835,0.2190663045668044,-0.19483833923248012,24.60546750380029,1.0449595436056958
